MLS#,property#,seller_agent_id,owner_id,listing_type,listing_price,listing_date,listing_status
5105,5105,1120,4813,for sale,2132500,2024-03-30,sold
5106,5106,396,3645,for sale,1828650,2024-01-31,sold
5107,5107,1719,9877,for sale,1235950,2024-03-21,sold
5108,5108,4948,3261,for sale,1448700,2024-02-22,sold
5109,5109,4999,5672,for sale,977650,2024-03-01,sold
5110,5110,4749,3949,for sale,2816300,2024-01-15,sold
5111,5111,1893,4272,for sale,1828650,2024-02-04,sold
5112,5112,3518,5529,for sale,2588550,2024-02-02,sold
5113,5113,901,6441,for sale,2269150,2024-03-15,sold
5114,5114,1239,3823,for sale,461050,2024-04-10,sold
5115,5115,1646,3212,for sale,2132500,2024-04-11,sold
5116,5116,796,1190,for sale,1235950,2024-01-19,sold
5117,5117,3886,2548,for sale,461050,2024-01-28,sold
5118,5118,4687,1618,for sale,2178050,2024-01-29,sold
5119,5119,4736,1960,for sale,673800,2024-03-24,sold
5120,5120,799,8092,for sale,673800,2024-02-17,sold
5121,5121,902,3844,for sale,1661450,2024-01-29,sold
5122,5122,452,212,for sale,3256800,2024-02-29,sold
5123,5123,4122,3113,for sale,719350,2024-01-14,sold
5124,5124,3082,1834,for sale,2558000,2024-03-10,sold
5125,5125,3638,2701,for sale,2178050,2024-03-07,sold
5126,5126,4067,5305,for sale,1312050,2024-01-24,sold
5127,5127,720,9795,for sale,1524800,2024-03-07,sold
5128,5128,3801,7049,for sale,2512450,2024-03-03,sold
5129,5129,4450,9395,for sale,932100,2024-03-17,sold
5130,5130,1850,3620,for sale,1144850,2024-03-18,sold
5131,5131,4892,3976,for sale,2269150,2024-03-13,sold
5132,5132,1947,2959,for sale,2299700,2024-01-22,sold
5133,5133,697,7928,for sale,1312050,2024-02-05,sold
5134,5134,1207,3477,for sale,2907400,2024-01-26,sold
5135,5135,3258,2073,for sale,2983500,2024-01-20,sold
5136,5136,976,1491,for sale,1235950,2024-03-07,sold
5137,5137,4671,8758,for sale,461050,2024-02-22,sold
5138,5138,401,1410,for sale,1099300,2024-02-06,sold
5139,5139,2174,667,for sale,1783100,2024-01-22,sold
5140,5140,3305,5709,for sale,886550,2024-02-25,sold
5141,5141,1111,9767,for sale,932100,2024-02-05,sold
5142,5142,730,1995,for sale,1752550,2024-03-31,sold
5143,5143,2893,6728,for sale,461050,2024-04-01,sold
5144,5144,3057,4892,for sale,1570350,2024-02-02,sold
5145,5145,4416,2117,for sale,2770750,2024-03-04,sold
5146,5146,4926,8180,for sale,673800,2024-01-25,sold
5147,5147,2311,2784,for sale,461050,2024-01-19,sold
5148,5148,408,2178,for sale,1874200,2024-03-09,sold
5149,5149,1095,9827,for sale,1524800,2024-03-07,sold
5150,5150,4280,3747,for sale,2299700,2024-01-17,sold
5151,5151,2960,6325,for sale,673800,2024-03-07,sold
5152,5152,4892,1865,for sale,673800,2024-02-21,sold
5153,5153,2431,5345,for sale,1190400,2024-01-20,sold
5154,5154,396,4632,for sale,2010850,2024-01-30,sold
5155,5155,891,1565,for sale,3165700,2024-02-11,sold
5156,5156,2647,8989,for sale,461050,2024-02-12,sold
5157,5157,1924,5740,for sale,2466900,2024-03-21,sold
5158,5158,3997,3531,for sale,2983500,2024-03-16,sold
5159,5159,4296,7933,for sale,1707000,2024-01-18,sold
5160,5160,359,2219,for sale,2634100,2024-03-11,sold
5161,5161,3843,6435,for sale,977650,2024-01-29,sold
5162,5162,1137,9345,for sale,3044050,2024-03-04,sold
5163,5163,111,2904,for sale,2816300,2024-01-28,sold
5164,5164,2056,7037,for sale,673800,2024-03-07,sold
5165,5165,3663,7932,for sale,461050,2024-01-31,sold
5166,5166,4888,3051,for sale,2421350,2024-03-11,sold
5167,5167,798,4906,for sale,2375800,2024-03-02,sold
5168,5168,4124,736,for sale,1570350,2024-01-19,sold
5169,5169,4817,6522,for sale,3256800,2024-01-15,sold
5170,5170,3372,9449,for sale,461050,2024-02-08,sold
5171,5171,1270,3966,for sale,461050,2024-01-26,sold
5172,5172,4141,3700,for sale,461050,2024-02-09,sold
5173,5173,4249,9626,for sale,2634100,2024-01-20,sold
5174,5174,757,3417,for sale,2588550,2024-01-29,sold
5175,5175,4946,5541,for sale,2436350,2024-02-12,sold
5176,5176,205,3608,for sale,1965300,2024-01-30,sold
5177,5177,3914,7257,for sale,1099300,2024-03-17,sold
5178,5178,3124,6416,for sale,3029050,2024-04-04,sold
5179,5179,4583,4959,for sale,2558000,2024-03-18,sold
5180,5180,3509,7494,for sale,2345250,2024-02-29,sold
5181,5181,4955,7086,for sale,2041400,2024-01-18,sold
5182,5182,4259,1685,for sale,2907400,2024-01-25,sold
5183,5183,3311,6789,for sale,1828650,2024-02-25,sold
5184,5184,2036,2929,for sale,2801300,2024-01-17,sold
5185,5185,2978,7807,for sale,461050,2024-03-09,sold
5186,5186,2311,7930,for sale,1235950,2024-02-18,sold
5187,5187,1441,6679,for sale,1615900,2024-03-08,sold
5188,5188,4658,3243,for sale,2163050,2024-01-27,sold
5189,5189,1422,4221,for sale,1965300,2024-04-01,sold
5190,5190,748,4782,for sale,3044050,2024-01-29,sold
5191,5191,1244,2002,for sale,719350,2024-01-31,sold
5192,5192,69,9551,for sale,1099300,2024-02-16,sold
5193,5193,2835,3481,for sale,1144850,2024-03-06,sold
5194,5194,1866,534,for sale,1524800,2024-01-15,sold
5195,5195,1204,2202,for sale,2861850,2024-04-01,sold
5196,5196,3113,7257,for sale,1190400,2024-03-21,sold
5197,5197,308,6161,for sale,1737550,2024-03-24,sold
5198,5198,1495,7638,for sale,1403150,2024-01-30,sold
5199,5199,865,3647,for sale,673800,2024-03-03,sold
5200,5200,2875,1446,for sale,461050,2024-01-17,sold
5201,5201,893,7650,for sale,673800,2024-02-27,sold
5202,5202,142,9213,for sale,673800,2024-04-08,sold
5203,5203,2354,8748,for sale,1874200,2024-01-31,sold
5204,5204,2851,7535,for sale,2634100,2024-01-23,sold
5205,5205,3326,280,for sale,932100,2024-03-26,sold
5206,5206,2425,8045,for sale,2010850,2024-02-07,sold
5207,5207,2838,5479,for sale,1099300,2024-01-18,sold
5208,5208,1950,3295,for sale,719350,2024-01-26,sold
5209,5209,3859,926,for sale,1965300,2024-02-23,sold
5210,5210,3686,4471,for sale,2208600,2024-02-20,sold
5211,5211,925,4070,for sale,461050,2024-03-04,sold
5212,5212,4673,3901,for sale,2998500,2024-03-21,sold
5213,5213,1360,5851,for sale,461050,2024-04-02,sold
5214,5214,1997,1862,for sale,2178050,2024-01-29,sold
5215,5215,4986,6834,for sale,2846850,2024-04-02,sold
5216,5216,3079,3821,for sale,2679650,2024-02-13,sold
5217,5217,4383,1086,for sale,719350,2024-02-26,sold
5218,5218,2548,1208,for sale,932100,2024-03-01,sold
5219,5219,30,8312,for sale,2041400,2024-02-22,sold
5220,5220,3520,2082,for sale,1995850,2024-02-11,sold
5221,5221,1171,9282,for sale,673800,2024-02-06,sold
5222,5222,4359,3416,for sale,1190400,2024-02-23,sold
5223,5223,447,3988,for sale,2421350,2024-01-27,sold
5224,5224,2129,407,for sale,673800,2024-04-06,sold
5225,5225,3386,6609,for sale,1312050,2024-04-02,sold
5226,5226,502,3351,for sale,2679650,2024-03-07,sold
5227,5227,3124,1891,for sale,1190400,2024-01-18,sold
5228,5228,356,7816,for sale,1448700,2024-02-11,sold
5229,5229,4194,2925,for sale,461050,2024-02-02,sold
5230,5230,1963,5824,for sale,1448700,2024-03-25,sold
5231,5231,748,8030,for sale,1570350,2024-02-15,sold
5232,5232,1876,3770,for sale,1235950,2024-03-22,sold
5233,5233,1464,5647,for sale,2208600,2024-02-20,sold
5234,5234,4146,9709,for sale,932100,2024-02-15,sold
5235,5235,3174,2131,for sale,932100,2024-03-28,sold
5236,5236,4512,1173,for sale,719350,2024-03-24,sold
5237,5237,2539,4712,for sale,2481900,2024-02-14,sold
5238,5238,4933,2124,for sale,673800,2024-02-16,sold
5239,5239,3737,1686,for sale,2694650,2024-03-20,sold
5240,5240,1280,4147,for sale,461050,2024-03-13,sold
5241,5241,74,4462,for sale,1099300,2024-03-14,sold
5242,5242,3686,2022,for sale,461050,2024-02-16,sold
5243,5243,1697,401,for sale,1995850,2024-01-14,sold
5244,5244,828,7944,for sale,932100,2024-03-24,sold
5245,5245,3588,462,for sale,1235950,2024-01-24,sold
5246,5246,2904,4945,for sale,2299700,2024-02-12,sold
5247,5247,2068,8480,for sale,1615900,2024-02-02,sold
5248,5248,2478,8888,for sale,3074600,2024-02-05,sold
5249,5249,1089,4908,for sale,1099300,2024-01-16,sold
5250,5250,4668,7299,for sale,2801300,2024-04-06,sold
5251,5251,4368,4763,for sale,1524800,2024-02-18,sold
5252,5252,1244,7318,for sale,2527450,2024-04-11,sold
5253,5253,1464,4444,for sale,1312050,2024-03-13,sold
5254,5254,4418,9121,for sale,1494250,2024-01-16,sold
5255,5255,2890,2523,for sale,886550,2024-02-12,sold
5256,5256,1871,4020,for sale,977650,2024-03-11,sold
5257,5257,552,5214,for sale,2375800,2024-02-28,sold
5258,5258,3171,7722,for sale,1570350,2024-03-26,sold
5259,5259,2485,6941,for sale,2041400,2024-02-18,sold
5260,5260,1351,2231,for sale,2481900,2024-03-28,sold
5261,5261,2478,6677,for sale,1783100,2024-03-24,sold
5262,5262,1132,6907,for sale,2816300,2024-03-06,sold
5263,5263,199,9359,for sale,1874200,2024-03-16,sold
5264,5264,809,3194,for sale,2010850,2024-04-04,sold
5265,5265,940,9946,for sale,1190400,2024-03-09,sold
5266,5266,4369,6066,for sale,2299700,2024-02-04,sold
5267,5267,1089,3433,for sale,1661450,2024-04-06,sold
5268,5268,856,4641,for sale,1950300,2024-03-16,sold
5269,5269,1587,1354,for sale,2163050,2024-02-20,sold
5270,5270,1793,4974,for sale,2132500,2024-02-25,sold
5271,5271,589,1749,for sale,3165700,2024-02-26,sold
5272,5272,4909,6763,for sale,2010850,2024-02-10,sold
5273,5273,3841,3326,for sale,1494250,2024-02-03,sold
5274,5274,236,8714,for sale,2041400,2024-04-07,sold
5275,5275,488,2953,for sale,2269150,2024-02-11,sold
5276,5276,2516,4019,for sale,2436350,2024-02-24,sold
5277,5277,2959,7905,for sale,886550,2024-02-20,sold
5278,5278,4643,8406,for sale,2998500,2024-03-20,sold
5279,5279,3992,2798,for sale,461050,2024-03-21,sold
5280,5280,3829,4591,for sale,2725200,2024-02-26,sold
5281,5281,389,109,for sale,932100,2024-02-13,sold
5282,5282,2300,3958,for sale,932100,2024-03-27,sold
5283,5283,2146,8557,for sale,1752550,2024-03-02,sold
5284,5284,614,7709,for sale,1144850,2024-03-15,sold
5285,5285,2868,8538,for sale,1235950,2024-01-27,sold
5286,5286,1553,5360,for sale,3302350,2024-04-08,sold
5287,5287,4989,7081,for sale,1235950,2024-02-16,sold
5288,5288,1241,2804,for sale,1403150,2024-02-10,sold
5289,5289,2272,8821,for sale,2740200,2024-04-11,sold
5290,5290,546,8630,for sale,719350,2024-01-19,sold
5291,5291,2867,9680,for sale,2603550,2024-01-31,sold
5292,5292,4512,4929,for sale,1144850,2024-02-17,sold
5293,5293,4182,4235,for sale,2269150,2024-04-04,sold
5294,5294,974,7937,for sale,673800,2024-02-17,sold
5295,5295,352,4443,for sale,1615900,2024-02-26,sold
5296,5296,2115,5573,for sale,1707000,2024-02-10,sold
5297,5297,4832,6670,for sale,2801300,2024-03-19,sold
5298,5298,4186,7073,for sale,1874200,2024-01-21,sold
5299,5299,4455,4102,for sale,1494250,2024-02-13,sold
5300,5300,1398,9635,for sale,2223600,2024-02-05,sold
5301,5301,3177,2169,for sale,2740200,2024-03-19,sold
5302,5302,1679,1813,for sale,977650,2024-01-14,sold
5303,5303,3849,6682,for sale,1099300,2024-04-03,sold
5304,5304,1233,9750,for sale,1737550,2024-03-28,sold
5305,5305,1662,1928,for sale,461050,2024-01-24,sold
5306,5306,554,9905,for sale,2527450,2024-04-12,sold
5307,5307,4695,1285,for sale,1190400,2024-02-01,sold
5308,5308,4247,7693,for sale,1099300,2024-02-14,sold
5309,5309,1375,1247,for sale,2481900,2024-01-19,sold
5310,5310,647,3442,for sale,1615900,2024-03-17,sold
5311,5311,1685,1956,for sale,1403150,2024-02-23,sold
5312,5312,3722,9061,for sale,461050,2024-03-16,sold
5313,5313,123,3923,for sale,2679650,2024-04-11,sold
5314,5314,3106,1797,for sale,1752550,2024-01-27,sold
5315,5315,2148,4371,for sale,2345250,2024-02-18,sold
5316,5316,3293,3512,for sale,1448700,2024-02-17,sold
5317,5317,550,4648,for sale,2223600,2024-02-14,sold
5318,5318,4242,841,for sale,1828650,2024-02-10,sold
5319,5319,4841,2122,for sale,2603550,2024-03-24,sold
5320,5320,331,778,for sale,673800,2024-03-02,sold
5321,5321,3325,9374,for sale,2527450,2024-01-22,sold
5322,5322,229,3403,for sale,673800,2024-02-19,sold
5323,5323,3667,4301,for sale,2178050,2024-01-16,sold
5324,5324,3680,1448,for sale,1403150,2024-03-23,sold
5325,5325,122,8105,for sale,1752550,2024-03-08,sold
5326,5326,3119,7167,for sale,1615900,2024-04-08,sold
5327,5327,157,1259,for sale,1752550,2024-04-05,sold
5328,5328,4033,7170,for sale,932100,2024-01-20,sold
5329,5329,3073,2962,for sale,2725200,2024-03-11,sold
5330,5330,79,4692,for sale,1403150,2024-02-19,sold
5331,5331,3069,9257,for sale,1448700,2024-04-04,sold
5332,5332,1701,1662,for sale,2254150,2024-02-06,sold
5333,5333,1722,9141,for sale,461050,2024-02-11,sold
5334,5334,615,4322,for sale,673800,2024-01-19,sold
5335,5335,3497,3938,for sale,2299700,2024-01-22,sold
5336,5336,4269,9350,for sale,461050,2024-04-02,sold
5337,5337,3406,8490,for sale,3029050,2024-04-05,sold
5338,5338,3908,3172,for sale,673800,2024-03-02,sold
5339,5339,2753,2705,for sale,1235950,2024-02-23,sold
5340,5340,425,39,for sale,1737550,2024-02-05,sold
5341,5341,1947,2917,for sale,1357600,2024-02-13,sold
5342,5342,2710,9826,for sale,1144850,2024-02-21,sold
5343,5343,3299,888,for sale,461050,2024-03-21,sold
5344,5344,421,8056,for sale,2299700,2024-03-13,sold
5345,5345,4241,8192,for sale,2846850,2024-03-05,sold
5346,5346,925,8997,for sale,1494250,2024-03-06,sold
5347,5347,2520,2015,for sale,2816300,2024-03-10,sold
5348,5348,4475,6709,for sale,1828650,2024-03-02,sold
5349,5349,251,999,for sale,719350,2024-03-12,sold
5350,5350,1609,6594,for sale,2481900,2024-03-02,sold
5351,5351,2563,3102,for sale,673800,2024-04-04,sold
5352,5352,4810,5138,for sale,461050,2024-01-30,sold
5353,5353,3543,5024,for sale,461050,2024-02-20,sold
5354,5354,870,7173,for sale,977650,2024-02-17,sold
5355,5355,2301,5121,for sale,2527450,2024-02-17,sold
5356,5356,2104,7894,for sale,977650,2024-01-24,sold
5357,5357,2091,8670,for sale,2801300,2024-02-21,sold
5358,5358,3874,2150,for sale,461050,2024-03-02,sold
5359,5359,1384,8549,for sale,1494250,2024-03-22,sold
5360,5360,1944,1938,for sale,1099300,2024-03-25,sold
5361,5361,1482,1707,for sale,886550,2024-02-11,sold
5362,5362,655,5380,for sale,2785750,2024-01-27,sold
5363,5363,4890,8487,for sale,2801300,2024-03-25,sold
5364,5364,3913,6922,for sale,3211250,2024-04-10,sold
5365,5365,4008,3312,for sale,1494250,2024-02-11,sold
5366,5366,4509,4796,for sale,3074600,2024-01-17,sold
5367,5367,2324,4932,for sale,886550,2024-03-19,sold
5368,5368,2301,3590,for sale,1615900,2024-04-12,sold
5369,5369,3672,5838,for sale,2512450,2024-01-25,sold
5370,5370,4428,5992,for sale,2299700,2024-03-18,sold
5371,5371,2466,2116,for sale,1707000,2024-02-24,sold
5372,5372,266,1830,for sale,2937950,2024-03-28,sold
5373,5373,2236,6490,for sale,1448700,2024-01-28,sold
5374,5374,1379,9615,for sale,673800,2024-03-15,sold
5375,5375,2834,8679,for sale,2603550,2024-01-29,sold
5376,5376,3100,1517,for sale,2345250,2024-03-20,sold
5377,5377,544,3719,for sale,1357600,2024-03-18,sold
5378,5378,4413,661,for sale,2208600,2024-04-12,sold
5379,5379,252,3732,for sale,932100,2024-03-03,sold
5380,5380,556,5536,for sale,2421350,2024-01-24,sold
5381,5381,2265,5648,for sale,1357600,2024-02-07,sold
5382,5382,4175,2887,for sale,673800,2024-01-23,sold
5383,5383,706,589,for sale,1357600,2024-02-23,sold
5384,5384,404,3678,for sale,2269150,2024-02-12,sold
5385,5385,4381,4677,for sale,2163050,2024-02-17,sold
5386,5386,4054,855,for sale,2466900,2024-02-16,sold
5387,5387,4795,6181,for sale,2481900,2024-03-13,sold
5388,5388,3388,1894,for sale,1919750,2024-03-19,sold
5389,5389,3708,4299,for sale,1190400,2024-03-08,sold
5390,5390,2634,4904,for sale,719350,2024-01-18,sold
5391,5391,3300,8173,for sale,886550,2024-02-23,sold
5392,5392,3207,4137,for sale,1783100,2024-03-15,sold
5393,5393,4555,7825,for sale,2816300,2024-02-26,sold
5394,5394,2226,3414,for sale,2998500,2024-01-28,sold
5395,5395,3020,3967,for sale,1403150,2024-02-26,sold
5396,5396,2152,7779,for sale,1919750,2024-01-20,sold
5397,5397,4295,7815,for sale,2345250,2024-01-26,sold
5398,5398,3093,9385,for sale,1995850,2024-03-31,sold
5399,5399,1860,3248,for sale,461050,2024-01-27,sold
5400,5400,1083,7263,for sale,719350,2024-04-12,sold
5401,5401,2235,1401,for sale,2907400,2024-04-02,sold
5402,5402,127,965,for sale,932100,2024-03-03,sold
5403,5403,1696,2398,for sale,673800,2024-02-07,sold
5404,5404,2863,2876,for sale,719350,2024-02-11,sold
5405,5405,743,889,for sale,2588550,2024-04-10,sold
5406,5406,4068,9486,for sale,2861850,2024-01-20,sold
5407,5407,3187,6062,for sale,932100,2024-02-27,sold
5408,5408,4620,9194,for sale,1312050,2024-03-21,sold
5409,5409,1171,6116,for sale,2041400,2024-03-16,sold
5410,5410,3941,686,for sale,977650,2024-04-11,sold
5411,5411,1674,3991,for sale,1874200,2024-03-13,sold
5412,5412,27,5484,for sale,2345250,2024-01-24,sold
5413,5413,4928,1231,for sale,1524800,2024-04-06,sold
5414,5414,431,1930,for sale,1965300,2024-02-01,sold
5415,5415,3273,8990,for sale,1570350,2024-01-15,sold
5416,5416,3469,5967,for sale,461050,2024-01-18,sold
5417,5417,1552,7230,for sale,3120150,2024-02-03,sold
5418,5418,380,4657,for sale,2725200,2024-03-16,sold
5419,5419,3300,9853,for sale,932100,2024-02-18,sold
5420,5420,3317,1354,for sale,1950300,2024-03-06,sold
5421,5421,1044,7937,for sale,1524800,2024-02-09,sold
5422,5422,4030,7308,for sale,2254150,2024-03-19,sold
5423,5423,2855,1869,for sale,461050,2024-02-18,sold
5424,5424,4426,8824,for sale,1570350,2024-04-09,sold
5425,5425,3498,6582,for sale,2816300,2024-03-21,sold
5426,5426,2012,453,for sale,2086950,2024-01-15,sold
5427,5427,2849,3657,for sale,1235950,2024-04-05,sold
5428,5428,215,6081,for sale,2466900,2024-04-12,sold
5429,5429,1182,3357,for sale,2208600,2024-02-13,sold
5430,5430,2110,9088,for sale,1190400,2024-03-07,sold
5431,5431,3710,5326,for sale,719350,2024-02-26,sold
5432,5432,4166,8259,for sale,2558000,2024-02-06,sold
5433,5433,911,6699,for sale,2223600,2024-02-14,sold
5434,5434,305,7861,for sale,932100,2024-02-24,sold
5435,5435,2898,5720,for sale,2436350,2024-03-10,sold
5436,5436,2332,307,for sale,886550,2024-02-28,sold
5437,5437,3724,880,for sale,2223600,2024-04-01,sold
5438,5438,721,7209,for sale,886550,2024-03-08,sold
5439,5439,3189,7703,for sale,1494250,2024-02-02,sold
5440,5440,4641,969,for sale,2512450,2024-01-23,sold
5441,5441,3952,9088,for sale,673800,2024-02-03,sold
5442,5442,4957,2529,for sale,2892400,2024-03-13,sold
5443,5443,2381,2051,for sale,2163050,2024-02-03,sold
5444,5444,266,6943,for sale,1919750,2024-03-16,sold
5445,5445,3882,2274,for sale,977650,2024-03-16,sold
5446,5446,3806,3992,for sale,1737550,2024-04-12,sold
5447,5447,4652,581,for sale,2466900,2024-03-15,sold
5448,5448,3698,6569,for sale,2269150,2024-03-28,sold
5449,5449,1190,3014,for sale,1190400,2024-03-05,sold
5450,5450,2687,9719,for sale,1448700,2024-02-25,sold
5451,5451,1412,5997,for sale,719350,2024-04-07,sold
5452,5452,327,3373,for sale,1783100,2024-01-28,sold
5453,5453,1250,3019,for sale,2041400,2024-01-17,sold
5454,5454,2693,3422,for sale,1707000,2024-02-14,sold
5455,5455,2990,9919,for sale,2208600,2024-04-06,sold
5456,5456,671,1842,for sale,2041400,2024-04-10,sold
5457,5457,3505,3703,for sale,1570350,2024-03-28,sold
5458,5458,3862,1912,for sale,2481900,2024-03-05,sold
5459,5459,3417,3024,for sale,2770750,2024-03-17,sold
5460,5460,1366,9774,for sale,2481900,2024-01-30,sold
5461,5461,1155,2410,for sale,1403150,2024-03-15,sold
5462,5462,3172,3817,for sale,2010850,2024-02-20,sold
5463,5463,4089,2880,for sale,2816300,2024-02-02,sold
5464,5464,1590,5855,for sale,2801300,2024-04-09,sold
5465,5465,85,5886,for sale,2223600,2024-03-26,sold
5466,5466,4024,8881,for sale,2892400,2024-02-25,sold
